Gene Name,Canonical Transcript,GeVIR %,LOEUF %,VIRLoF %,GeVIR AD,LOEUF AD,VIRLoF AD,GeVIR AR,LOEUF AR,VIRLoF AR
POU3F2,ENST00000328345,1.44,17.55,6.84,4.31,1.58,2.94,0.21,0.72,0.33
ATP2B1,ENST00000428670,1.44,0.82,0.22,4.32,4.09,4.85,0.21,0.28,0.18
NFIX,ENST00000397661,1.45,3.01,0.73,4.32,3.48,4.59,0.21,0.28,0.2
KCNB2,ENST00000523207,1.45,9.81,3.07,4.32,2.4,3.94,0.21,0.49,0.23
KAT7,ENST00000259021,1.46,2.06,0.49,4.31,3.71,4.73,0.21,0.29,0.17
RAP1A,ENST00000369709,1.46,27.94,12.3,4.31,1.2,2.25,0.21,1.19,0.5
AKT3,ENST00000366539,1.47,4.58,1.18,4.31,3.24,4.42,0.2,0.32,0.21
RPS3,ENST00000278572,1.47,18.58,7.4,4.3,1.49,2.8,0.2,0.76,0.34
RPL38,ENST00000311111,1.48,28.97,12.77,4.3,1.15,2.11,0.2,1.31,0.52
FBXW11,ENST00000265094,1.48,13.12,4.65,4.32,2.07,3.68,0.2,0.6,0.25
SNRPC,ENST00000244520,1.49,28.32,12.45,4.31,1.16,2.23,0.2,1.22,0.5
SMU1,ENST00000397149,1.49,1.36,0.33,4.31,3.96,4.83,0.2,0.27,0.18
TBL1XR1,ENST00000430069,1.5,1.41,0.34,4.31,3.95,4.81,0.2,0.27,0.18
PTP4A2,ENST00000344035,1.5,13.23,4.7,4.3,2.05,3.68,0.2,0.6,0.25
CNOT6L,ENST00000264903,1.51,7.83,2.36,4.3,2.54,4.04,0.2,0.44,0.23
RTF1,ENST00000389629,1.51,0.59,0.18,4.3,4.14,4.87,0.2,0.28,0.18
CNOT7,ENST00000361272,1.52,4.27,1.09,4.29,3.25,4.42,0.2,0.32,0.21
ZBTB37,ENST00000367701,1.52,14.61,5.36,4.29,2.02,3.53,0.2,0.61,0.25
TUBB2A,ENST00000333628,1.53,16.24,6.15,4.28,1.8,3.2,0.2,0.69,0.3
TCF4,ENST00000398339,1.53,6.52,1.86,4.28,2.63,4.19,0.2,0.37,0.24
KCNA3,ENST00000369769,1.54,19.54,7.9,4.28,1.43,2.61,0.2,0.74,0.35
HNRNPA1,ENST00000340913,1.54,3.24,0.79,4.27,3.46,4.55,0.2,0.28,0.21
AGO3,ENST00000373191,1.55,5.45,1.49,4.27,3.04,4.35,0.2,0.33,0.22
SF3B5,ENST00000367569,1.55,59.77,28.79,4.27,0.52,0.8,0.2,1.37,1.32
AP2B1,ENST00000312678,1.56,10.11,3.27,4.26,2.33,3.9,0.2,0.48,0.24
ACTG1,ENST00000575842,1.57,46.66,22.26,4.26,0.75,1.16,0.2,1.97,0.96
SKP1,ENST00000353411,1.57,36.11,16.69,4.26,0.81,1.68,0.2,1.6,0.7
ZNF536,ENST00000355537,1.58,7.12,2.08,4.25,2.58,4.09,0.2,0.37,0.23
YWHAE,ENST00000264335,1.58,7.75,2.36,4.27,2.54,4.04,0.2,0.43,0.23
TUBB3,ENST00000315491,1.59,14.13,5.1,4.27,2.05,3.63,0.2,0.59,0.25
ARF3,ENST00000256682,1.59,42.23,19.93,4.28,0.61,1.46,0.2,1.89,0.84
PDIK1L,ENST00000374271,1.6,32.58,14.85,4.28,0.86,1.95,0.2,1.48,0.64
UBE2N,ENST00000318066,1.6,19.87,8.1,4.28,1.42,2.58,0.2,0.73,0.37
COPS5,ENST00000357849,1.61,2.71,0.67,4.29,3.53,4.62,0.2,0.29,0.2
RPS25,ENST00000527673,1.61,22.79,9.71,4.29,1.46,2.26,0.2,0.89,0.4
RALA,ENST00000005257,1.62,10.04,3.26,4.3,2.35,3.88,0.2,0.49,0.24
UBA2,ENST00000246548,1.62,2.92,0.75,4.3,3.49,4.58,0.21,0.29,0.2
PAK1,ENST00000278568,1.63,28.76,12.75,4.3,1.15,2.15,0.21,1.29,0.52
CPSF6,ENST00000435070,1.63,3.75,0.99,4.29,3.33,4.46,0.21,0.31,0.21
CNOT2,ENST00000229195,1.64,5.03,1.37,4.29,3.23,4.35,0.22,0.32,0.23
LRRC7,ENST00000035383,1.64,2.52,0.62,4.29,3.57,4.66,0.22,0.29,0.19
CDK1,ENST00000395284,1.65,7.01,2.06,4.28,2.58,4.11,0.22,0.37,0.23
SF3A1,ENST00000215793,1.65,12.09,4.16,4.28,2.06,3.77,0.22,0.57,0.23
DDX3X,ENST00000399959,1.66,1.86,0.5,4.28,3.76,4.72,0.22,0.26,0.17
RUVBL1,ENST00000322623,1.66,5.26,1.46,4.29,3.14,4.33,0.22,0.32,0.22
CAND1,ENST00000545606,1.67,1.18,0.33,4.31,4.01,4.82,0.22,0.28,0.18
TXNL4A,ENST00000269601,1.67,90.41,44.57,4.31,0.25,0.62,0.22,0.37,2.05
NOTCH2NL,ENST00000369340,1.68,37.89,17.7,4.3,0.8,1.67,0.22,1.7,0.78
ZMYND8,ENST00000461685,1.68,0.56,0.21,4.3,4.17,4.86,0.22,0.27,0.18
CNNM2,ENST00000369878,1.69,10.35,3.46,4.3,2.24,3.85,0.22,0.5,0.23
CSNK2B,ENST00000375882,1.69,9.33,2.9,4.29,2.48,4.01,0.22,0.49,0.23
ASF1A,ENST00000229595,1.7,26.91,11.91,4.29,1.21,2.28,0.22,1.12,0.46
FOXJ3,ENST00000372572,1.7,10.07,3.33,4.3,2.33,3.89,0.22,0.49,0.23
GSPT1,ENST00000434724,1.71,3.43,0.89,4.3,3.41,4.49,0.22,0.29,0.21
GABBR1,ENST00000377034,1.71,7.5,2.28,4.3,2.52,4.05,0.22,0.4,0.23
CALM3,ENST00000291295,1.72,16.77,6.63,4.29,1.68,3,0.22,0.71,0.32
SNRPD3,ENST00000215829,1.73,22.79,9.77,4.29,1.46,2.29,0.22,0.89,0.4
SEC61A1,ENST00000243253,1.73,11.61,3.98,4.29,2.1,3.76,0.22,0.57,0.23
CNOT1,ENST00000317147,1.74,0.01,0.11,4.3,4.12,4.88,0.22,0.26,0.17
USP7,ENST00000344836,1.74,0.31,0.15,4.3,4.12,4.84,0.22,0.29,0.18
PEA15,ENST00000360472,1.75,33.06,15.16,4.3,0.85,1.83,0.22,1.49,0.64
CELF1,ENST00000532048,1.75,3.97,1.06,4.29,3.27,4.43,0.22,0.32,0.21
RAB6A,ENST00000310653,1.76,14.25,5.26,4.29,2.06,3.56,0.22,0.61,0.26
CHD2,ENST00000394196,1.76,0.41,0.2,4.29,4.14,4.87,0.22,0.28,0.18
RORA,ENST00000261523,1.77,17.11,6.78,4.28,1.61,2.97,0.22,0.75,0.32
RARB,ENST00000330688,1.77,1.88,0.52,4.28,3.75,4.7,0.22,0.26,0.17
CHMP4B,ENST00000217402,1.78,11.6,4.01,4.28,2.1,3.77,0.22,0.57,0.23
WHSC1,ENST00000382895,1.78,1.05,0.32,4.27,4.06,4.83,0.22,0.28,0.18
PSMC4,ENST00000157812,1.79,24.43,10.71,4.27,1.32,2.19,0.22,1,0.43
RRAGA,ENST00000380527,1.79,39.12,18.39,4.27,0.7,1.64,0.22,1.62,0.81
UBTF,ENST00000302904,1.8,0.26,0.16,4.28,4.12,4.86,0.22,0.28,0.18
ZFP91,ENST00000316059,1.8,4.47,1.23,4.28,3.26,4.41,0.22,0.32,0.21
SMAD4,ENST00000342988,1.81,7.39,2.28,4.28,2.54,4.05,0.22,0.38,0.23
ACTA1,ENST00000366684,1.81,68.99,33.57,4.29,0.54,0.87,0.22,1.15,1.72
DYNC1H1,ENST00000360184,1.82,0.29,0.19,4.29,4.11,4.88,0.22,0.29,0.18
PRKAR1A,ENST00000589228,1.82,1.62,0.45,4.29,3.86,4.74,0.22,0.26,0.17
RPL10,ENST00000424325,1.83,16.49,6.5,4.28,1.78,3.05,0.22,0.69,0.32
U2SURP,ENST00000473835,1.83,0.57,0.25,4.28,4.16,4.82,0.22,0.28,0.18
KLHDC3,ENST00000326974,1.84,3.17,0.85,4.28,3.47,4.52,0.22,0.28,0.2
YB,ENST00000341911,1.84,13.92,5.14,4.27,2.04,3.59,0.22,0.6,0.25
CAMKV,ENST00000477224,1.85,7.44,2.33,4.29,2.54,4.02,0.22,0.39,0.23
CFL2,ENST00000341223,1.85,79.52,39.03,4.28,0.38,0.78,0.22,0.66,2.06
GRB2,ENST00000392562,1.86,15.85,6.11,4.28,1.89,3.25,0.22,0.68,0.3
PPP6C,ENST00000451402,1.86,18.64,7.59,4.28,1.49,2.75,0.23,0.75,0.33
RPS23,ENST00000296674,1.87,23.04,10.03,4.28,1.44,2.26,0.24,0.91,0.42
HPRT1,ENST00000298556,1.87,14.8,5.61,4.27,1.94,3.4,0.24,0.62,0.27
KIF11,ENST00000260731,1.88,0.87,0.29,4.27,4.1,4.86,0.24,0.29,0.18
SUB1,ENST00000265073,1.89,19.75,8.17,4.28,1.43,2.59,0.24,0.74,0.37
LLT3,ENST00000380338,1.89,2.12,0.59,4.28,3.68,4.68,0.24,0.28,0.18
EMO1,ENST00000295065,1.9,8.6,2.72,4.28,2.52,4,0.24,0.47,0.23
CFL1,ENST00000525451,1.9,36.97,17.3,4.27,0.75,1.63,0.24,1.7,0.74
PQBP1,ENST00000218224,1.91,26.08,11.64,4.27,1.2,2.21,0.24,1.09,0.47
RAD21,ENST00000297338,1.91,3.23,0.9,4.27,3.46,4.48,0.24,0.28,0.21
SAMD4B,ENST00000314471,1.92,3,0.84,4.26,3.47,4.53,0.24,0.28,0.21
PPP3CB,ENST00000394829,1.92,1.12,0.38,4.28,4.01,4.78,0.24,0.28,0.18
AGO1,ENST00000373204,1.93,0.18,0.17,4.28,4.11,4.87,0.24,0.28,0.18
G3BP2,ENST00000359707,1.93,4.5,1.28,4.27,3.26,4.38,0.24,0.32,0.21
RHOB,ENST00000272233,1.94,64.21,31.31,4.27,0.49,0.87,0.24,1.2,1.55
ZBTB26,ENST00000373656,1.94,32.42,14.95,4.29,0.87,1.89,0.24,1.48,0.63
ARIH2,ENST00000356401,1.95,10.7,3.7,4.28,2.14,3.81,0.24,0.51,0.23
STAG1,ENST00000383202,1.95,1.79,0.53,4.28,3.8,4.69,0.24,0.26,0.17
KPNA3,ENST00000261667,1.96,14.27,5.43,4.28,2.06,3.44,0.24,0.61,0.26
PSME3,ENST00000293362,1.96,4.7,1.35,4.27,3.26,4.33,0.24,0.31,0.23
TSN,ENST00000389682,1.97,24.02,10.58,4.27,1.38,2.16,0.24,0.96,0.44
ETTL14,ENST00000388822,1.97,32.99,15.25,4.27,0.84,1.83,0.24,1.49,0.65
SF1,ENST00000377387,1.98,4.65,1.34,4.26,3.27,4.33,0.24,0.31,0.23
PA2G4,ENST00000303305,1.98,6.02,1.86,4.26,2.82,4.19,0.23,0.35,0.24
PSMA5,ENST00000271308,1.99,5.43,1.65,4.26,3.02,4.27,0.23,0.33,0.23
AP2K1,ENST00000307102,1.99,16.93,6.8,4.25,1.66,2.97,0.23,0.71,0.32
SLC6A1,ENST00000287766,2,3.23,0.92,4.25,3.46,4.47,0.23,0.28,0.21
DPF2,ENST00000528416,2,3.84,1.1,4.25,3.31,4.42,0.23,0.31,0.21
TPM3,ENST00000368530,2.01,35.61,16.65,4.24,0.78,1.7,0.23,1.58,0.7
PARP6,ENST00000569795,2.01,5.11,1.57,4.24,3.2,4.3,0.24,0.33,0.23
FYN,ENST00000354650,2.02,10.63,3.69,4.24,2.14,3.82,0.24,0.51,0.23
FBXO45,ENST00000311630,2.02,10.29,3.57,4.23,2.26,3.83,0.24,0.49,0.24
ATP6V0C,ENST00000330398,2.03,34.38,16.03,4.23,0.82,1.71,0.24,1.56,0.66
SUZ12,ENST00000322652,2.04,2.38,0.71,4.23,3.62,4.59,0.24,0.29,0.2
KLHL7,ENST00000339077,2.04,32.88,15.22,4.23,0.82,1.83,0.24,1.45,0.65
VSNL1,ENST00000406397,2.05,31.84,14.69,4.24,0.94,1.96,0.24,1.48,0.61
GNB2L1,ENST00000512805,2.05,4.31,1.26,4.24,3.26,4.39,0.24,0.32,0.21
PRKACB,ENST00000370685,2.06,24.11,10.68,4.23,1.35,2.18,0.24,0.98,0.42
NEK9,ENST00000238616,2.06,45.32,21.82,4.23,0.68,1.23,0.24,1.98,0.95
PPP2R1A,ENST00000322088,2.07,12.41,4.56,4.23,2.06,3.7,0.24,0.59,0.25
RHEB,ENST00000262187,2.07,8.97,2.91,4.22,2.44,4,0.24,0.47,0.23
PPP3CA,ENST00000394854,2.08,3.3,0.97,4.22,3.43,4.46,0.24,0.27,0.21
RBM10,ENST00000377604,2.08,1.76,0.55,4.22,3.82,4.72,0.24,0.26,0.17
SLC17A7,ENST00000221485,2.09,1.64,0.52,4.22,3.85,4.7,0.25,0.26,0.17
PAPOLA,ENST00000216277,2.09,4.54,1.34,4.21,3.25,4.33,0.25,0.32,0.23
CNBP,ENST00000441626,2.1,14.1,5.4,4.21,2.07,3.48,0.25,0.59,0.25
LMO4,ENST00000370544,2.1,30.31,13.9,4.21,1.06,2.1,0.25,1.41,0.59
ILF2,ENST00000361891,2.11,10.16,3.55,4.2,2.3,3.82,0.25,0.49,0.23
CREBRF,ENST00000296953,2.11,1.06,0.4,4.2,4.05,4.78,0.25,0.28,0.18
CCDC6,ENST00000263102,2.12,21.54,9.29,4.2,1.43,2.32,0.25,0.81,0.38
PTBP2,ENST00000426398,2.12,4.1,1.22,4.19,3.24,4.41,0.25,0.32,0.21
RBBP5,ENST00000264515,2.13,5.1,1.6,4.19,3.2,4.28,0.25,0.33,0.23
HNF1B,ENST00000225893,2.13,4.55,1.38,4.19,3.25,4.35,0.25,0.32,0.23
RDH10,ENST00000240285,2.14,7.86,2.55,4.19,2.54,4.01,0.26,0.44,0.23
UPF1,ENST00000262803,2.14,3.79,1.12,4.18,3.31,4.41,0.26,0.31,0.21
KCNJ9,ENST00000368088,2.15,32.21,14.96,4.18,0.86,1.89,0.26,1.46,0.63
BCL11B,ENST00000357195,2.15,11.16,3.97,4.18,2.1,3.77,0.26,0.54,0.23
EIF4E,ENST00000505992,2.16,15.43,6.05,4.17,1.89,3.3,0.26,0.67,0.3
AP2K4,ENST00000353533,2.16,6.71,2.16,4.17,2.66,4.06,0.26,0.37,0.23
ZSWIM8,ENST00000398706,2.17,2.29,0.74,4.17,3.65,4.59,0.27,0.29,0.2
TRIM24,ENST00000343526,2.17,1.58,0.53,4.16,3.87,4.7,0.27,0.26,0.17
PLK2,ENST00000274289,2.18,4.65,1.43,4.16,3.27,4.33,0.27,0.31,0.23
IK,ENST00000417647,2.18,28.29,12.78,4.18,1.18,2.11,0.27,1.22,0.52
SUPT16H,ENST00000216297,2.19,1.75,0.57,4.17,3.83,4.7,0.28,0.26,0.17
KDM3B,ENST00000314358,2.2,0.21,0.24,4.19,4.13,4.83,0.28,0.28,0.18
RPL23,ENST00000479035,2.2,38.98,18.54,4.18,0.7,1.62,0.28,1.65,0.81
LHX6,ENST00000394319,2.21,8.87,2.95,4.18,2.44,4,0.28,0.48,0.23
KAZN,ENST00000376030,2.21,17.38,7.15,4.18,1.59,2.87,0.28,0.75,0.33
HNRNPH2,ENST00000316594,2.22,12.23,4.52,4.18,2.06,3.71,0.28,0.58,0.25
CSK,ENST00000220003,2.22,3.78,1.17,4.17,3.32,4.43,0.28,0.31,0.21
RNF2,ENST00000367510,2.23,5.97,1.92,4.17,2.82,4.15,0.28,0.35,0.24
RFX3,ENST00000382004,2.23,1.2,0.44,4.17,4.02,4.74,0.28,0.27,0.17
KLHDC10,ENST00000335420,2.24,16.33,6.66,4.16,1.78,3.01,0.28,0.7,0.32
TNPO2,ENST00000425528,2.24,2.13,0.68,4.16,3.67,4.62,0.28,0.28,0.2
RAB2A,ENST00000262646,2.25,6.99,2.3,4.16,2.58,4.04,0.28,0.37,0.22
PCGF5,ENST00000336126,2.25,12.16,4.5,4.15,2.09,3.69,0.28,0.58,0.25
FBXO28,ENST00000366862,2.26,11.45,4.13,4.15,2.11,3.78,0.28,0.56,0.23
EIF2S1,ENST00000256383,2.26,12.95,4.87,4.15,2.06,3.67,0.28,0.59,0.25
CDK19,ENST00000368911,2.27,3.58,1.11,4.15,3.38,4.42,0.28,0.3,0.21
UBXN7,ENST00000296328,2.27,1.74,0.59,4.14,3.83,4.69,0.28,0.26,0.17
UCK2,ENST00000367879,2.28,24.25,10.88,4.14,1.3,2.21,0.28,0.99,0.44
ACACA,ENST00000353139,2.28,6.58,2.15,4.14,2.63,4.07,0.28,0.37,0.23
RBM25,ENST00000261973,2.29,0.47,0.29,4.13,4.1,4.85,0.28,0.28,0.18
ABCE1,ENST00000296577,2.29,13.31,5.03,4.13,2.05,3.67,0.28,0.6,0.25
DESI2,ENST00000302550,2.3,21.22,9.21,4.13,1.43,2.32,0.28,0.81,0.38
DLG4,ENST00000399510,2.3,6.84,2.25,4.13,2.62,4.07,0.28,0.37,0.23
ANKRD17,ENST00000358602,2.31,0.29,0.27,4.12,4.12,4.83,0.28,0.29,0.18
ACTL6A,ENST00000429709,2.31,8.48,2.82,4.12,2.52,4.03,0.28,0.46,0.23
PRKCB,ENST00000303531,2.32,0.6,0.34,4.12,4.16,4.82,0.28,0.28,0.18
GRIA4,ENST00000282499,2.32,22.9,10.15,4.11,1.47,2.25,0.28,0.9,0.41
LYN,ENST00000519728,2.33,6.68,2.18,4.11,2.67,4.05,0.28,0.37,0.23
KIF5A,ENST00000455537,2.33,8.01,2.69,4.11,2.54,4,0.28,0.44,0.23
CLDN5,ENST00000406028,2.34,18.58,7.81,4.1,1.48,2.62,0.28,0.76,0.34
WDR26,ENST00000414423,2.34,0.69,0.38,4.1,4.09,4.77,0.27,0.28,0.18
EX3A,ENST00000532414,2.35,8.9,3.06,4.1,2.44,3.94,0.27,0.47,0.23
NEDD4L,ENST00000400345,2.36,4.41,1.42,4.1,3.27,4.34,0.27,0.32,0.23
ABCC9,ENST00000261200,2.36,23.54,10.53,4.09,1.39,2.19,0.27,0.93,0.43
EED,ENST00000263360,2.37,1.68,0.61,4.09,3.83,4.67,0.27,0.25,0.19
ZMYND11,ENST00000397962,2.37,1.97,0.68,4.09,3.74,4.61,0.27,0.26,0.2
ATP1A2,ENST00000361216,2.38,24.32,10.99,4.1,1.33,2.21,0.27,1,0.44
RP11-302B13.5,ENST00000398092,2.38,50.24,24.37,4.1,0.67,1.08,0.27,1.99,1.07
CUL3,ENST00000264414,2.39,7.92,2.64,4.11,2.53,4.01,0.27,0.44,0.23
STXBP1,ENST00000373302,2.39,0.68,0.39,4.11,4.1,4.77,0.27,0.28,0.18
CYFIP2,ENST00000521420,2.4,0.08,0.25,4.11,4.14,4.84,0.27,0.27,0.18
CNOT4,ENST00000541284,2.4,2.56,0.84,4.1,3.55,4.53,0.27,0.29,0.21
AFB,ENST00000373313,2.41,17.73,7.45,4.12,1.54,2.78,0.27,0.72,0.33
DNM1,ENST00000372923,2.41,9.64,3.47,4.12,2.45,3.84,0.27,0.5,0.23
HMGCS1,ENST00000325110,2.42,6.11,2.01,4.11,2.77,4.11,0.27,0.35,0.23
CDC5L,ENST00000371477,2.42,2.13,0.76,4.11,3.68,4.57,0.27,0.28,0.21
KCNJ4,ENST00000303592,2.43,10.67,3.89,4.11,2.14,3.75,0.27,0.51,0.23
GATA6,ENST00000269216,2.43,4.72,1.58,4.1,3.27,4.29,0.27,0.31,0.23
SMAD2,ENST00000402690,2.44,9.04,3.18,4.1,2.43,3.9,0.27,0.47,0.24
PPIP5K2,ENST00000321521,2.44,44.38,21.53,4.1,0.62,1.29,0.27,1.96,0.92
EIF3E,ENST00000220849,2.45,27.11,12.35,4.1,1.23,2.24,0.27,1.13,0.5
LSM2,ENST00000375661,2.45,87.69,43.45,4.09,0.24,0.62,0.27,0.36,2.01
CSTF3,ENST00000323959,2.46,10.74,3.94,4.09,2.13,3.77,0.27,0.51,0.23
PHF21A,ENST00000418153,2.46,0.55,0.37,4.1,4.17,4.78,0.27,0.27,0.18
SNRPF,ENST00000266735,2.47,28.54,13.1,4.1,1.15,2.1,0.27,1.27,0.52
CARM1,ENST00000327064,2.47,1.14,0.51,4.1,4,4.71,0.27,0.28,0.17
ED26,ENST00000263390,2.48,19.24,8.21,4.1,1.47,2.58,0.27,0.75,0.37
TBPL1,ENST00000237264,2.48,36,17.11,4.09,0.8,1.66,0.27,1.59,0.73
ADAM10,ENST00000260408,2.49,1.59,0.62,4.09,3.86,4.66,0.27,0.26,0.19
FEM1B,ENST00000306917,2.49,25.78,11.75,4.09,1.23,2.21,0.27,1.05,0.46
ACTL6B,ENST00000160382,2.5,34.2,16.15,4.08,0.84,1.71,0.27,1.55,0.66
PPP1CC,ENST00000340766,2.51,15.75,6.45,4.08,1.87,3.05,0.27,0.69,0.32
TPM1,ENST00000358278,2.51,41.05,19.82,4.08,0.59,1.49,0.27,1.81,0.85
PSMA2,ENST00000223321,2.52,10.81,3.99,4.08,2.13,3.76,0.28,0.51,0.23
ZBTB18,ENST00000358704,2.52,4.38,1.47,4.07,3.27,4.33,0.28,0.32,0.22
KCTD6,ENST00000355076,2.53,64.23,31.59,4.07,0.49,0.87,0.28,1.2,1.58
PABPC1,ENST00000318607,2.53,5.13,1.71,4.07,3.2,4.24,0.28,0.33,0.23
DDX23,ENST00000308025,2.54,16.42,6.82,4.07,1.8,2.96,0.28,0.69,0.33
CBX5,ENST00000209875,2.54,15,6.04,4.06,1.91,3.29,0.28,0.64,0.3
AP3K12,ENST00000547035,2.55,0.44,0.35,4.06,4.12,4.81,0.28,0.28,0.18
HAS2,ENST00000303924,2.55,10.06,3.68,4.06,2.34,3.82,0.28,0.49,0.23
SRC,ENST00000373578,2.56,8.83,3.12,4.05,2.47,3.93,0.28,0.48,0.24
KCNK9,ENST00000520439,2.56,13.01,5.04,4.05,2.09,3.67,0.28,0.59,0.25
RPL21,ENST00000311549,2.57,23.12,10.44,4.05,1.46,2.18,0.28,0.9,0.43
BRAF,ENST00000288602,2.57,6.74,2.34,4.05,2.67,4.04,0.28,0.37,0.23
SKOR2,ENST00000425639,2.58,21.77,9.66,4.04,1.46,2.26,0.28,0.81,0.4
PDS5A,ENST00000303538,2.58,5.8,1.98,4.04,2.86,4.12,0.28,0.35,0.24
CSTF1,ENST00000217109,2.59,14.85,5.98,4.04,1.92,3.25,0.28,0.62,0.3
SATB1,ENST00000417717,2.59,11.52,4.32,4.03,2.11,3.75,0.28,0.57,0.24
PTEN,ENST00000371953,2.6,19.46,8.38,4.03,1.44,2.51,0.28,0.74,0.37
DEDD,ENST00000368006,2.6,13.62,5.44,4.03,2.05,3.44,0.28,0.59,0.26
TNPO1,ENST00000337273,2.61,0.19,0.3,4.03,4.15,4.85,0.28,0.28,0.18
WDTC1,ENST00000361771,2.61,7.74,2.67,4.02,2.54,4.01,0.28,0.43,0.23
FXR1,ENST00000357559,2.62,0.49,0.4,4.02,4.15,4.78,0.28,0.28,0.18
TM9SF3,ENST00000371142,2.62,0.85,0.46,4.02,4.11,4.75,0.28,0.28,0.17
RAP2A,ENST00000245304,2.63,23.5,10.65,4.02,1.4,2.18,0.28,0.92,0.43
NAA10,ENST00000464845,2.63,26.36,12.06,4.01,1.18,2.29,0.28,1.08,0.48
HNRNPA2B1,ENST00000354667,2.64,6.82,2.41,4.01,2.63,4.03,0.28,0.37,0.23
CDYL,ENST00000397588,2.64,9.14,3.33,4.01,2.48,3.89,0.28,0.47,0.23
PRPF6,ENST00000266079,2.65,20.76,9.12,4,1.46,2.37,0.28,0.81,0.38
SIAH2,ENST00000312960,2.65,30.07,14.05,4,1.08,2.04,0.28,1.41,0.6
TNNC1,ENST00000232975,2.66,17.01,7.21,4,1.62,2.83,0.28,0.73,0.34
PAPD5,ENST00000436909,2.67,6.24,2.17,4,2.73,4.06,0.28,0.36,0.23
DROSHA,ENST00000511367,2.67,15.41,6.37,3.99,1.89,3.09,0.29,0.67,0.32
TLK1,ENST00000431350,2.68,3.83,1.31,3.99,3.31,4.35,0.29,0.31,0.22
TPN,ENST00000393085,2.68,26.42,12.12,3.99,1.16,2.28,0.29,1.09,0.48
DCUN1D1,ENST00000292782,2.69,10.63,3.99,4,2.14,3.76,0.29,0.51,0.23
AGO2,ENST00000220592,2.69,1.55,0.65,4.02,3.88,4.64,0.29,0.26,0.19
AMIGO1,ENST00000369864,2.7,9,3.28,4.01,2.44,3.9,0.29,0.47,0.24
THOC2,ENST00000245838,2.7,0.63,0.42,4.01,4.14,4.76,0.29,0.28,0.17
CTR9,ENST00000361367,2.71,2.39,0.88,4.01,3.62,4.5,0.29,0.29,0.21
ACTR3,ENST00000263238,2.71,1.75,0.72,4.02,3.83,4.6,0.29,0.26,0.2
ZNF362,ENST00000539719,2.72,15.85,6.69,4.02,1.89,3.01,0.29,0.68,0.32
NHP2L1,ENST00000401959,2.72,38.77,18.76,4.02,0.7,1.57,0.29,1.66,0.82
TAF13,ENST00000338366,2.73,58.7,28.85,4.01,0.54,0.81,0.29,1.44,1.31
KCNA2,ENST00000485317,2.73,19.15,8.3,4.01,1.49,2.57,0.29,0.76,0.37
SERBP1,ENST00000370995,2.74,4.93,1.73,4.01,3.26,4.24,0.29,0.32,0.23
KPNA4,ENST00000334256,2.74,3.32,1.19,4.01,3.42,4.44,0.29,0.27,0.21
AX,ENST00000358664,2.75,22.15,10,4,1.52,2.26,0.29,0.83,0.42
RBFOX1,ENST00000311745,2.75,14.69,5.97,4,1.99,3.26,0.28,0.62,0.3
NAB2,ENST00000300131,2.76,22.57,10.22,4,1.48,2.21,0.28,0.85,0.42
H2AFY,ENST00000511689,2.76,23.43,10.69,3.99,1.42,2.18,0.28,0.92,0.43
CCNK,ENST00000389879,2.77,3.7,1.3,3.99,3.33,4.36,0.28,0.3,0.22
YWHAG,ENST00000307630,2.77,10.96,4.15,3.99,2.1,3.78,0.28,0.52,0.23
GNB1,ENST00000378609,2.78,3.05,1.08,3.99,3.46,4.41,0.28,0.28,0.21
TMEM57,ENST00000374343,2.78,9.54,3.57,3.98,2.51,3.84,0.28,0.49,0.24
DKC1,ENST00000369550,2.79,5.07,1.8,3.98,3.21,4.23,0.28,0.33,0.23
ZNF148,ENST00000360647,2.79,1.18,0.58,3.98,4.02,4.69,0.28,0.28,0.17
AP2K6,ENST00000590474,2.8,12.29,4.81,3.98,2.06,3.67,0.28,0.59,0.24
KCNH1,ENST00000271751,2.8,17.46,7.47,3.97,1.58,2.78,0.28,0.74,0.33
NAA50,ENST00000240922,2.81,32.03,15.19,3.97,0.92,1.83,0.28,1.48,0.64
KLF9,ENST00000377126,2.81,19.64,8.56,3.97,1.43,2.52,0.28,0.74,0.36
PRPF3,ENST00000324862,2.82,0.36,0.41,3.97,4.13,4.78,0.28,0.28,0.18
TOR,ENST00000361445,2.83,4.96,1.78,3.96,3.25,4.22,0.28,0.32,0.23
RNF7,ENST00000273480,2.83,71.56,35.41,3.96,0.53,0.87,0.28,1.07,1.76
CBLN1,ENST00000219197,2.84,59.38,29.25,3.96,0.51,0.84,0.28,1.41,1.34
PHIP,ENST00000275034,2.84,1.19,0.61,3.96,4.03,4.67,0.28,0.28,0.19
GDF11,ENST00000257868,2.85,11.68,4.59,3.95,2.1,3.7,0.28,0.57,0.25
ZBTB34,ENST00000373452,2.85,11.91,4.72,3.95,2.1,3.69,0.29,0.59,0.25
ATF2,ENST00000264110,2.86,11.09,4.26,3.95,2.09,3.75,0.3,0.53,0.24
WAPAL,ENST00000298767,2.86,1.56,0.72,3.95,3.88,4.58,0.3,0.26,0.2
KCNC2,ENST00000549446,2.87,28.27,13.17,3.94,1.19,2.1,0.3,1.22,0.52
CSNK2A2,ENST00000262506,2.87,5.67,2.02,3.94,2.96,4.11,0.3,0.34,0.23
PSMA4,ENST00000044462,2.88,24.71,11.47,3.94,1.3,2.21,0.3,1.05,0.45
